Alert_Time	Token	Adress	Market_Cap	Token_Price	Mint_Authority	LP_burned	Trending	Lord_Impact	Lord_Ratio	TwentyFourHoursVol	Lord_Score	Holders	Deployer	Deployer_Percent	Top_Holders	Liquidity_Pool_Balance	SOL_Supply
21/03 13:51:29 UTC	GOD OF MEME	CP6wS4nXkefr6UggvUCp1W72eEpKXhjqXHE5GReWHcxC	$502,245	$0.000502	Disabled	100%	#18	8.4	2.6	$1,309,969 | 5781.00%	39.88	1635	0.08 SOL	0.00%	31.47%	$100,008	259.1 / 10.2%
21/03 15:00:29 UTC	$SHREK	7FRj5cLHAXDQ2KtvUNSrn466ajaUWfQRpziPSWusq7yD	$1,212,783	$0.0121	Disabled	100%🔥	#0	0	1.9	$2,348,889 | 43576.00%	30.59	1100	2.44 SOL	10.00%	30.32%	Raydium SHREK/SOL $97,154	258.5 / 4.0%
21/03 16:19:31 UTC	SolMess	DGv2bt3QrUctnXNemoHC7rokUuRZhcaTkWf1vXmxnknw	$97,710	$0.000977	Disabled	N/A	Not Trending	0	0.6	$58,255 | 1104.00%	11.46	272	10.00 SOL	0.00%	44.46%	$40,397	109.0 / 20.8%
21/03 17:07:24 UTC	DERF	4AqsTgZpL9sQYAA3mjkYeebRRewTzoNXmPKXMLNGvzN5	$45,929	$0.0000459	Disabled	N/A	#0	0	5.1	$235,094 | 2062.00%	9.60	702	13.52 SOL	0.00%	22.14%	$11,553	31.0 / 12.6%
21/03 17:17:55 UTC	PANDA	9m21fukdvCPBgEjmeeshbskPwbaa5RH8HTHQGeTnGd2t	$3,149,044	$0.00354	Disabled	N/A	Not Trending	0	0.3	$812,750 | 52942.00%	3.07	798	1.32 SOL	0.00%	19.45%	$267,730	723.1 / 4.3%
21/03 18:17:04 UTC	readdit	5FqG8AKdHde2VWB8ydSGcT4Ve8yuiEVhF3jpwABd2oGf	$72,457	$0.000724	Disabled	90%	#0	0	1.7	$123,907 | 3638.00%	3.48	323	1.82 SOL	0.00%	29.09%	$20,734	57.8 / 14.3%
21/03 18:22:27 UTC	GLOOP	JDVrZDkYaYRuiuMi3ZdWKMQ2WiHWNi3yaW7tS8DRBb1L	$920,304	$0.349	Disabled	N/A	Not Trending	0	1.7	$1,584,957 | 219.00%	42.93	1561	0.00 SOL	0.00%	39.73%	Raydium GLOOP/SOL $87,881	245.6 / 4.8%
21/03 19:00:31 UTC	Sollette	8vzRFtn8iFJCTFqtNWkSkjXYbbMMgYujFVfTnhhFeUWn	$163,841	$0.00164	Disabled	100%🔥	#0	0	1.0	$169,506 | 14074.00%	1.90	455	1.49 SOL	0.00%	35.43%	Raydium Sollette/SOL $25,962	72.4 / 8.0%
21/03 19:00:33 UTC	Sollette	8vzRFtn8iFJCTFqtNWkSkjXYbbMMgYujFVfTnhhFeUWn	$174,398	$0.00174	Disabled	100%🔥	#0	0	1.0	$171,447 | 14987.00%	1.90	455	1.49 SOL	0.00%	35.43%	$26,774	75.2 / 7.7%
21/03 19:49:04 UTC	BODO	Gci6mHTkjFLoUcJSptmAEu4fRCC9XUpChCatLPYBDfux	$165,889	$0.000166	Disabled	N/A	Not Trending	0	0.3	$54,293	3.94	432	0.79 SOL	0.00%	39.96%	$24,524	69.0 / 7.4%
21/03 20:01:53 UTC	Yo Momma	68ceV5ds8Dir5gjFHUG3cE1JbKyu3FD2WHjJ3ruDqi1W	$60,385	$0.0000604	Disabled	100%	#6	18	3.9	$232,734 | 672.00%	1.53	318	4.63 SOL	0.00%	33.20%	$21,208	59.8 / 17.6%
21/03 20:28:28 UTC	Splito	GspLbECxbmpfN6RxLQSgwwQYMPdUk3KJUEp5Ro1c4v6s	$79,603	$0.0000796	Disabled	100%🔥	#0	0	2.0	$156,012 | 1315.00%	1.21	385	6.52 SOL	0.00%	27.74%	Raydium SPL/SOL $21,191	59.3 / 13.3%
21/03 21:00:28 UTC	SolPay	2pcSfCVvYGeK6EgLuKUjUKrkKbTMQCQpLHrquJ9eMfi8	$103,958	$0.00104	Disabled	N/A	#0	0	0.6	$63,607 | 1173.00%	12.69	342	1.00 SOL	0.00%	33.55%	Raydium SPAY/SOL $39,828	111.0 / 19.1%
16/02 21:48:14 UTC	BABA	6dEJEuFvaD8jMyotbvbMx7ixpP2frXnZCSgDexwqkE6B	$6,206,549	$0.00621	Disabled	N/A	Not Trending	0	0.1	$528,291 | 27.93%	2.41	5343	0.00 SOL	0.00%	26.90%	Raydium $BABA/SOL $379,728	1057.9 / 3.1%
21/03 21:08:16 UTC	$Fuzzy	H27qhq38BhQqaBzte4FCtqtGYZ8XtnDyYyP4Ud8qoLaM	$142,231	$0.000142	Disabled	100%🔥	Not Trending	0	2.0	$278,244 | 1336.00%	3.42	640	0.30 SOL	0.00%	24.72%	$36,096	101.2 / 12.7%
21/03 22:04:45 UTC	$POG	4pTF4vZZHzNzd4pLQMueXrQsJmWYMuajwtYz79nd43Sw	$98,433	$0.0000984	Disabled	100%🔥	#0	0	2.0	$194,097 | 5000.00%	1.99	404	2.76 SOL	5.00%	34.20%	$26,534	73.0 / 13.6%
21/03 22:12:05 UTC	CRACKA	Aq1daovQVkkb6HetSdEdth6Q5YgMWNaEXWiJFYHM6mJA	$35,096	$0.000351	Disabled	100%🔥	Not Trending	0	2.1	$73,007 | 1702.00%	5.11	272	16.15 SOL	0.00%	38.49%	$10,159	25.9 / 15.6%
21/03 23:20:16 UTC	solfiles	948H4FquubpPQxgeYxoo8kiKU12qtRuon8ccnD9r222a	$4,451,216	$0.0445	Disabled	100%	#18	17.6	0.5	$2,144,882 | 72143.00%	14.23	1403	0.76 SOL	0.00%	20.04%	Raydium FILES/SOL $289,824	813.3 / 3.3%
21/03 23:53:54 UTC	$Slurfcat	4qYAynDmhx1UbjpdX9cr59ussuMbFp5xv3RbCZD9WSkm	$102,376	$0.000102	Disabled	100%🔥	Not Trending	0	1.8	$185,705 | 8771.00%	2.35	504	1.50 SOL	0.00%	35.68%	$20,668	57.6 / 10.1%
21/03 23:57:27 UTC	BODGER	DUZ99aehbyFFfRxPbni65XPWCjCSx2VczLkY2rh64vN6	$296,259	$0.000296	Disabled	N/A	Not Trending	0	1.1	$337,123	53.38	544	1.14 SOL	0.00%	20.14%	$47,008	131.4 / 7.9%
22/03 00:05:53 UTC	DexLord SOL BETA	9VLtWhS7Zope97RAJ1KBk2n8FHcNDu5QxqXWv1A3WMko	$53,255	$0.000538	Disabled	100%	#1	23.6	2.2	$118,545 | 921.00%	0.57	272	10.74 SOL	4.04%	41.60%	$17,360	48.5 / 16.3%
22/03 01:04:31 UTC	SolWifi	GEPCnwPEyNMj4bWCorbfnetLpXi2kuvfX4a6AcKUjwSv	$27,273	$0.00273	Disabled	100%🔥	#0	0	2.8	$75,165 | 1119.00%	6.37	262	10.73 SOL	3.18%	59.39%	Raydium SolWifi/SOL $8,969	24.0 / 17.2%
22/03 01:19:27 UTC	CHLOE	GtsAtWXDTyi2vPYd6T1evRmvwa3EdqygDu16NzDSL8SZ	$187,169	$0.000187	Disabled	100%🔥	#0	0	1.0	$189,393 | 6033.00%	10.06	382	34.13 SOL	0.00%	41.43%	$24,599	69.5 / 6.5%
22/03 01:35:35 UTC	$smole	9Ttyez3xiruyj6cqaR495hbBkJU6SUWdV6AmQ9MvbyyS	$91,754,587	$0.000218	Disabled	N/A	#8	45.2	6.5	$595,568,056 | 57.88%	20269.68	48201	16249.37 SOL	0.00%	13.36%	Raydium smole/SOL $71,167,248	200219.0 / 38.8%
22/03 01:44:39 UTC	Puko	7LdXDnBmSZMTsBibD8yGpQwqfdgRmHkcBVe9JeG8W1f6	$116,528	$0.000116	Disabled	N/A	#0	0	0.8	$93,609 | 3187.00%	2.35	261	2.13 SOL	5.00%	47.07%	$23,753	66.6 / 10.2%
22/03 03:28:39 UTC	Corona Beerus	GfD3qT9JpLybNFZYmbsiueeAZAUg98eMEcYTMEhpHPqV	$67,280	$0.0000673	Disabled	N/A	#0	0	0.9	$60,281 | 2319.00%	3.23	235	0.68 SOL	5.00%	46.35%	$26,338	74.9 / 19.4%
22/03 02:26:54 UTC	Peepo	6kWRLQhXpYCRtuW5PGQ1SxhefQ6z1V7ZukW46WVeLpsm	$83,976	$0.00840	Disabled	100%	#13	16.4	3.6	$304,624 | 7455.00%	9.68	458	0.00 SOL	0.00%	43.37%	$12,361	33.5 / 7.6%
22/03 04:37:16 UTC	DexLord SOL BETA	4Z2kx3VSmXNeKKZTeNMWWMLsY1eY7ve3b3v3iohfomoQ	$1,246,055	$0.00296	Disabled	100%🔥	Not Trending	0	8.3	$10,392,934 | 4866.00%	62.06	2230	0.77 SOL	0.00%	22.32%	$352,303	989.5 / 14.1%
22/03 05:36:29 UTC	Snibbu	8xiDZ1FmqbwaFZSZpcxCKSUgFDyP9QzJzCik15ch8wup	$103,831	$0.000104	Disabled	100%🔥	Not Trending	0	7.8	$814,863 | 4472.00%	6.21	522	18.08 SOL	0.00%	37.31%	$25,523	71.4 / 12.3%
22/03 06:29:40 UTC	PERPE	EyHCb89X5YyKTWvbGXheo8cZsfkoVUP7TDSkajkhkeWf	$114,758	$0.00115	Disabled	N/A	#0	0	2.2	$250,296 | 2873.00%	71.90	375	2.86 SOL	0.00%	44.11%	$24,651	68.6 / 10.7%
22/03 06:39:28 UTC	INDIAN	3tpKS2mXHvhKjqdcKDwg7eW4r8dzPkHhHZ31zRsY7SC7	$279,624	$0.00280	Disabled	100%	#17	15.6	4.2	$1,164,528 | 14708.00%	146.10	1145	0.00 SOL	0.00%	27.14%	$40,232	112.1 / 7.2%
22/03 09:04:29 UTC	$TIE	8cc2d1SQ3AhBEjoka1xrbkyCLNCwxcArF4pXrvAXvAF9	$62,779	$0.0000628	Disabled	100%🔥	#0	0	0.9	$55,105 | 4895.00%	13.73	323	4.13 SOL	0.00%	48.40%	$16,566	46.6 / 13.2%
22/03 10:52:06 UTC	$DOEGE	B45QLZLZNwHo5ya5TQdjkE6A4xLCvNYvcRtjvFFZ9T72	$551,233	$0.0551	Disabled	88%	Not Trending	0	1.3	$719,846	19.70	853	4.12 SOL	0.00%	42.64%	$55,888	161.5 / 5.0%
22/03 12:08:29 UTC	Black Lives Matter	EQPUpY9GZC6jG4wh9QMjoPuPKUhxt6RRJfRxx6tdAAxN	$79,262	$0.0000793	Disabled	100%🔥	#0	0	0.8	$65,764 | 4090.00%	11.36	358	0.41 SOL	7.00%	44.39%	$20,490	59.0 / 13.0%
22/03 12:08:51 UTC	Pornodigm DAO	JAuLMQbq8GCbvNRLP8H6jt5Yzz9Bh5KPojozdioa5JtT	$1,243,205	$0.00124	Disabled	N/A	#0	0	0.4	$480,672 | 46946.00%	18.07	737	1.60 SOL	10.00%	48.17%	Raydium DAO/SOL $89,978	256.4 / 3.7%
22/03 13:17:40 UTC	Solstream	54jVZGHyWURX5evBtZqUsJjwoKzcZJbVokDU93AUZf2h	$1,790,944	$0.179	Disabled	N/A	Not Trending	0	3.5	$6,302,079 | 139.00%	22.73	2544	19.60 SOL	0.00%	45.37%	Raydium STREAM/SOL $171,414	507.5 / 4.7%
22/03 13:39:51 UTC	$SolSHARE	8mv5EdHChiE5gsrc54cEAZPh71HDQb7xGRAAKYU9qGsw	$76,636	$0.0000766	Disabled	N/A	#0	0	2.1	$162,977 | 4737.00%	48.96	519	2.86 SOL	0.00%	30.12%	Raydium SolSHARE/SOL $14,574	43.0 / 9.4%
22/03 15:18:28 UTC	STOP	32gQjKFkXCFEKMsAZmnyJssQEfs5EjKZxcTiyN5gvkn9	$90,941	$0.0909	Disabled	N/A	#0	0	0.9	$85,436	53.19	361	8.83 SOL	0.00%	27.89%	$17,222	50.3 / 9.5%
22/03 16:19:52 UTC	POEGE	7kxBECpj2WfU7RmXm6ugsGNpQEevfNPr3qJyYqS9NeYv	$48,387	$0.00484	Disabled	N/A	#0	0	2.4	$113,752	10.80	526	6.02 SOL	0.00%	32.62%	$9,359	27.5 / 9.7%
22/03 16:34:52 UTC	PLANK	FqFLNjC7x3FfNWSkqdnyxANtWnfChTVBkRp1WE6dwANg	$60,947	$0.0000609	Disabled	100%🔥	#0	0	2.5	$149,812 | 3321.00%	18.31	489	0.35 SOL	0.00%	29.09%	$12,773	37.5 / 10.5%
22/03 17:22:52 UTC	$Squid	FBfetzP9Su5ibo84NSWabqDmCkJ16KmeKb9NUrdjLE8k	$32,694	$0.00327	Disabled	N/A	Not Trending	0	2.1	$69,280	9.55	262	1.53 SOL	0.00%	37.87%	$8,752	26.0 / 13.2%
22/03 17:59:28 UTC	APU	ECutGg12PNhqhkvnH1s1FcuXgCDzKDNhSf5aLtANioR7	$186,745	$0.000187	Disabled	100%🔥	Not Trending	0	1.1	$196,406 | 20714.00%	3.69	474	1.23 SOL	0.00%	32.75%	$25,895	75.3 / 6.9%
22/03 18:59:17 UTC	JEETLE	24TniPJotzre2YsnZ6q9353VwGrai4G5VUjiEYei55Br	$398,759	$0.00399	Disabled	100%🔥	Not Trending	0	2.7	$1,063,736 | 23021.00%	236.94	1099	2.22 SOL	0.00%	17.81%	$43,402	126.2 / 5.4%
22/03 19:09:17 UTC	DatorAI	DSEtZgURtYeRjZLTFhC9197JwZU2h1THCuRE9hNDGvvS	$1,124,175	$0.0112	Disabled	N/A	#11	15.6	2.4	$2,720,384 | 37.23%	84.24	1511	5.89 SOL	10.00%	44.17%	Raydium DATOR/SOL $209,620	608.3 / 9.3%
22/03 19:10:38 UTC	SESE	88spKtBrjBBHkKqWHKDyyBJciLnZyep1T6QTocH2oBz5	$55,532	$0.0000555	Disabled	100%🔥	#0	0	2.5	$141,661 | 2601.00%	10.03	490	6.66 SOL	0.00%	27.91%	$12,073	37.9 / 10.0%
22/03 21:13:40 UTC	BlackRock	AjhMPoFia4j2coUL9JruhZi6PsSkwPfeFqjAf8T2dfNn	$243,254	$0.000117	Disabled	100%🔥	Not Trending	0	2.1	$499,931 | 18100.00%	23.25	621	0.04 SOL	0.46%	42.62%	$34,944	102.6 / 7.2%
22/03 21:33:28 UTC	JEETS	JEETkCSo9ZYRn6eRv3PwUyoHMq3JpyBJ1kdPYaihTAr7	$60,077	$0.000742	Disabled	N/A	#0	0	1.4	$85,342 | 362.00%	1.48	253	0.00 SOL	0.00%	51.38%	Raydium JEETS/SOL $8,614	25.4 / 7.2%
22/03 22:18:27 UTC	WEENY Teh Poo	D27NUpSHzfccLkTztBn22LD4WgUJ8v7Mx1gN9fpqt2Cw	$655,041	$0.655	Disabled	N/A	Not Trending	0	0.4	$234,808 | 11554.00%	10.55	578	4.20 SOL	0.16%	19.48%	$36,985	109.7 / 2.8%
22/03 22:47:04 UTC	ART	FWYjR9348pQpUCw5ygFCNLGMCvTnAQj5gLn7ovwNd2he	$109,200	$0.00109	Disabled	100%🔥	Not Trending	0	1.1	$121,644 | 5336.00%	39.23	290	1.44 SOL	0.00%	48.68%	$23,060	67.7 / 10.6%
22/03 23:10:10 UTC	CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	$109,656	$0.00110	Disabled	100%🔥	#0	0	1.4	$159,045 | 4338.00%	6.75	327	0.30 SOL	5.00%	43.97%	$22,858	66.9 / 10.4%
22/03 23:28:04 UTC	NOLAND	HkMimeYjerjPRFojmvRufSZSX9pSGUeefQCtVyWjGMxB	$82,490	$0.0000825	Disabled	100%🔥	Not Trending	0	3.4	$283,787 | 722.00%	58.13	401	0.85 SOL	5.00%	30.50%	$18,469	53.1 / 11.3%
22/03 23:31:28 UTC	SolPOKER	BjbYjxaAMBBAAszXzWvDbtGYnHG3DhPuDQSCR8ZKYXgy	$56,519	$0.00000727	Disabled	N/A	Not Trending	0	1.2	$66,658	13.28	358	5.82 SOL	0.00%	33.80%	$11,584	33.4 / 10.3%
22/03 23:40:18 UTC	GRINGO	C7crbdcBj2itPP5HckBskh6Vx3Sy5Gk6kg2sHxe13HoF	$291,113	$0.000291	Disabled	100%🔥	#0	0	0.5	$145,318 | 9185.00%	96.54	359	4.76 SOL	0.00%	40.28%	$43,081	124.4 / 7.4%
23/03 00:16:05 UTC	Hydra AI	3HBFLLs3c5Qp8C6u67ZDpiBKbmXoYEpNfQuUbxf3rM4C	$183,314	$0.183	Disabled	100%🔥	Not Trending	0	2.4	$439,453 | 5607.00%	48.90	499	0.62 SOL	0.00%	46.79%	$21,208	61.3 / 5.7%
23/03 00:33:28 UTC	SOSA	E7ifRrWiGV3RVLnfw6jUxs6sd9rAST9UXgBKP1UznMjs	$688,997	$0.0000328	Disabled	N/A	Not Trending	0	0.8	$575,728 | 152.00%	29.11	768	0.53 SOL	0.00%	36.17%	$214,680	616.3 / 15.6%
23/03 02:40:27 UTC	SHREK	CcAvi2Wbf24Svub1BHMXMFLKwdAVcZkesSca68zBskHr	$25,451	$0.0000254	Disabled	N/A	#0	0	2.3	$58,514 | 1335.00%	6.35	346	3.09 SOL	0.00%	28.01%	$8,602	24.2 / 17.2%
23/03 03:00:30 UTC	$TUNA	XWmnnF1zntKAbuZdWHUs11U8UJHtFV1djHfnhHPT4pz	$404,572	$0.000405	Disabled	100%🔥	Not Trending	0	0.7	$288,879 | 24506.00%	47.28	690	2.35 SOL	0.00%	51.23%	$39,095	111.3 / 4.8%
23/03 03:25:54 UTC	Big Thic Chungus	F4JXEkvjXBGxZ8XVssiyomDHYP4bbVR4Kzt1438BuSFi	$89,277	$0.0000893	Disabled	100%🔥	#0	0	1.3	$112,602 | 3366.00%	20.12	490	6.68 SOL	0.00%	25.60%	$21,169	59.3 / 12.3%
23/03 04:00:28 UTC	Solana Cartel	2jhw29eRUiz5jp1GfM71Rz2XzNxF14RZk4ZUZae8Gdsv	$102,768	$0.000141	Disabled	100%🔥	Not Trending	0	2.6	$265,331 | 1417.00%	5.87	454	29.25 SOL	0.00%	34.91%	Raydium CARTEL/SOL $20,509	59.5 / 10.0%
23/03 04:19:40 UTC	Tektok	3147kAQhU6henk7mG3kX2vundweF6UdXuF8wFeZ78Jxg	$82,872	$0.00829	Disabled	N/A	#0	0	2.3	$190,872	25.88	646	1.53 SOL	0.00%	24.29%	$12,444	36.1 / 7.5%
23/03 07:17:39 UTC	INCEL	4DKzWpYPPBhSa4yCEkX66qYJ6XtXHSmGdw4MzwXVU3T2	$276,697	$0.277	Disabled	N/A	#0	0	1.6	$456,032 | 7846.00%	0.75	762	4.10 SOL	0.00%	33.64%	Raydium INCEL/SOL $32,828	93.4 / 5.9%
23/03 07:28:11 UTC	LIBERTY	8H9EQZkDy19xi2TUNdEPvVgeu9DM8gPgdwqmzXFXZRG3	$94,985	$0.0000950	Disabled	100%🔥	Not Trending	0	1.6	$154,164 | 4334.00%	14.59	476	3.30 SOL	0.00%	47.99%	$19,956	56.9 / 10.4%
23/03 09:04:28 UTC	Shibasso	3rcwsZ86w1npjDBmXBL3XSxxK6TcwSPzXFSuCx2kTFP4	$135,485	$0.0000171	Disabled	100%	#11	15.6	2.6	$350,370 | 5308.00%	6.67	655	6.90 SOL	0.00%	31.68%	$30,759	87.5 / 11.4%
23/03 09:16:27 UTC	$POGPOG	FvfCMC5ZtxagBjf7CidHd9yXSj314fsz3uzQCoEXrpCS	$330,955	$0.000331	Disabled	100%🔥	Not Trending	0	1.8	$596,112 | 20831.00%	21.31	994	1.72 SOL	0.00%	23.59%	$38,861	111.2 / 5.9%
23/03 09:31:44 UTC	$ IG	2zbCvbdDFDHMF1YTx2deywbKijP6LeHqfu63C4peKAx1	$78,094	$0.0000781	Disabled	100%	#10	14.8	1.6	$121,116 | 3445.00%	2.10	339	0.22 SOL	4.00%	44.26%	$23,312	66.8 / 14.9%
23/03 08:28:16 UTC	FACBUK	8BPS3WukRscHpaC8kqGWVunPsfykJEHsuavhRXpbkroP	$280,379	$0.000283	Disabled	100%	#9	18.8	7.1	$1,992,164 | 10597.00%	32.71	1613	3.37 SOL	0.00%	24.31%	$42,930	122.2 / 7.7%
23/03 12:07:40 UTC	$WIFBAG	AUDcJ988MTuH3dT1ZrR1VfjFvXTBCTfFLxHUafmefZ3E	$727,483	$0.0173	Disabled	100%	#5	29.6	0.9	$633,127	66.98	1074	5.92 SOL	0.00%	15.21%	$59,561	168.9 / 4.1%
23/03 14:05:52 UTC	Just An EGG	J45WypeeU6PtWw7CEMT1t2GRPoCYn5mF6iFG1FJcjS3h	$30,652	$0.0000306	Disabled	N/A	#0	0	1.2	$36,837	12.73	354	1.85 SOL	0.00%	38.39%	$8,806	25.0 / 14.3%
23/03 14:44:39 UTC	POOH	CU8YTZskmenAPM36eCmhtB59fvn2HSmQW75C8E9Zbjzj	$83,800	$0.000838	Disabled	100%🔥	#0	0	3.8	$317,058 | 3895.00%	8.29	627	0.32 SOL	0.00%	29.76%	$17,470	49.3 / 10.4%
23/03 14:51:56 UTC	TIJI	GdrtLrqB4HcJAqP3LDdF5QyUG6uHYtBY8TCft769utzE	$99,780	$0.00496	Disabled	100%🔥	#0	0	2.8	$276,203 | 1807.00%	49.13	472	1.03 SOL	2.19%	47.32%	$26,219	73.2 / 13.2%
23/03 15:09:41 UTC	SNEK	2nE3ZTYyTCZfNugxMLZEABjXNCaC6qArNnVU1c2J1n4V	$407,323	$0.00407	Disabled	100%	#2	30.4	3.4	$1,392,335 | 21181.00%	47.00	1487	0.99 SOL	0.00%	28.53%	$36,443	102.2 / 4.5%
23/03 17:09:28 UTC	$WIFBeanie	Bxs1nSJfb8eQZdH76Hbm8JnEVZFUT1J7LSK8S2Uwf3SY	$65,636	$0.0656	Disabled	N/A	#0	0	0.7	$46,132 | 3484.00%	0.70	319	8.83 SOL	0.00%	44.78%	$14,574	41.3 / 11.2%
23/03 17:31:57 UTC	$JEET	7g684bfhw9j4FS1in5TqmWQxHPkhCKVnAhV6Dy8LSkZ3	$152,564	$0.000152	Disabled	100%🔥	#0	0	0.5	$68,130 | 5660.00%	0.88	284	0.91 SOL	10.00%	37.65%	$31,199	89.2 / 10.2%
23/03 18:07:28 UTC	dogwifcar	EemY3xV7BTCZBxdmEbZpZtvXu9Wp2VHJ8RUukj5yzfFY	$33,329	$0.0000333	Disabled	100%🔥	#0	0	2.0	$66,285 | 1130.00%	15.41	305	4.84 SOL	2.54%	42.42%	$10,673	30.3 / 16.0%
23/03 18:38:52 UTC	COON	7mRcswDhzgXgqLE9fDHRG1fx7gLPBvAVA2Jz2rKKfcAK	$42,891	$0.0000429	Disabled	100%🔥	Not Trending	0	2.1	$90,940 | 2872.00%	5.48	292	0.69 SOL	0.00%	48.18%	Raydium COON/SOL $12,793	36.8 / 14.7%
23/03 18:52:04 UTC	Rug Rats	7rwPk11MbNoDRTNTPEQe7EzQv72vsNZypQgho3XNG8f4	$68,902	$0.0000689	Disabled	100%🔥	Not Trending	0	1.2	$84,772 | 1754.00%	0.79	238	8.80 SOL	5.00%	37.01%	$15,416	43.7 / 11.2%
23/03 18:09:32 UTC	Gondola	5pSr8sPsbqMEjnrodw68yKRgiyzBCVuY2SFh6rcDoRci	$165,721	$0.000186	Disabled	100%	#12	14	1.4	$223,720 | 14336.00%	3.03	534	1.49 SOL	0.00%	37.46%	$26,155	74.1 / 7.9%
23/03 19:31:44 UTC	SAM	Cfs1hkU28WGFVi5ZepmdLYKSAznksqFcwczPJzZ17eDN	$164,680	$0.00165	Disabled	100%🔥	#0	0	0.6	$92,277 | 3975.00%	6.20	417	2.38 SOL	0.00%	39.23%	$28,781	82.0 / 8.7%
23/03 19:52:16 UTC	SolRELAY	2Bu9X3qVimc7LGBnc1bZQkLtXWFgnPdTdu79fqqdu5V4	$55,132	$0.0000551	Disabled	N/A	#0	0	2.4	$130,134	11.34	424	1.86 SOL	0.00%	28.34%	$11,923	34.1 / 10.8%
23/03 19:56:41 UTC	$Dank	6wUUYjt3gFT6QFQTTsGtP8GGN4VfmZmAjfsbdaCmGX9P	$2,422,859	$0.000242	Disabled	100%🔥	Not Trending	0	0.2	$411,586 | 1.02%	152.36	4568	0.05 SOL	0.00%	20.39%	$174,665	498.6 / 3.6%
23/03 19:56:04 UTC	dogwifmog	7Bwwog58vUKMM1LVaRSSv4YmRdck3m6xChwuYtpdtZnY	$471,352	$0.00683	Disabled	100%🔥	#3	21.2	0.7	$319,285 | 7788.00%	54.06	736	6.91 SOL	0.00%	13.12%	$45,427	130.1 / 4.8%
23/03 19:49:40 UTC	WIFBOX	GWrNhBkTgPPCuaiGLeVCVyaQ9TB6TqHEb6iDjrfbjixm	$236,989	$0.000237	Disabled	100%	#11	17.6	2.6	$608,859 | 15259.00%	17.77	907	0.07 SOL	0.00%	26.23%	$28,413	76.7 / 6.4%
23/03 20:34:28 UTC	$TIARA	AifRU8aormcqRKGEqjaZpD49EFYu8xrSbJ3H6X86QY92	$46,979	$0.0000470	Disabled	N/A	#0	0	1.2	$54,846 | 4270.00%	2.38	239	1.60 SOL	3.00%	31.76%	$11,371	32.2 / 12.3%
23/03 21:13:52 UTC	FBITRUMP	G4fX7t9La1ZqTB2xDHRfDd4mAb16yng6aT1k8pNB91KC	$120,226	$0.000120	Disabled	N/A	Not Trending	0	0.8	$91,676	3.64	352	1.49 SOL	0.00%	35.36%	$21,722	62.2 / 9.1%
23/03 22:27:17 UTC	$WIFBANDANA	F6a62q1TjhSHxvW7A85HJRoR66ycMmT6UALF2SQ4D2Nh	$28,805	$0.00288	Disabled	100%🔥	#0	0	9.1	$262,037 | 1057.00%	9.69	363	25.65 SOL	1.68%	37.76%	$10,584	30.7 / 18.2%
23/03 22:43:25 UTC	SolGraph	9uXvdyPLknsSHnx6csn5wTLjxYXhPbe9Q7Ewzys7buNx	$560,489	$0.560	Disabled	100%🔥	Not Trending	0	1.8	$1,017,955 | 19739.00%	21.37	1065	17.92 SOL	1.79%	39.53%	$60,386	172.3 / 5.4%
23/03 22:44:28 UTC	KIF	BaT9zdmU3kBDrgAjhgFLDANJzTtD5YwJwFdgY1GunSu1	$110,972	$0.00111	Disabled	100%🔥	Not Trending	0	0.8	$89,123 | 5787.00%	29.81	309	16.84 SOL	5.00%	36.69%	$16,809	48.0 / 7.6%
23/03 23:00:19 UTC	Dogwifnecktie	GFGA1Vdo6Jrk166kPVTZ7D8zAM4vRKHWeLdK4J9YHKPG	$55,376	$0.0000565	Disabled	100%	#13	14.4	2.7	$147,885 | 2521.00%	25.09	340	0.05 SOL	1.03%	37.83%	$17,932	51.4 / 16.4%
24/03 00:09:28 UTC	MR.OVERPAID	C3JJhVTFSneY8X11DR31y33Qwk2kfQnyMum5sunWbzBk	$256,281	$0.000256	Disabled	100%🔥	Not Trending	0	1.1	$274,383 | 20899.00%	12.59	460	0.27 SOL	0.00%	44.49%	$27,990	81.0 / 5.4%
24/03 00:15:16 UTC	WHALE AI	8KRUGWdw67tZ8H7zxiBNHKpSQ2txzB5apWCnHpfkMGc	$415,430	$0.00415	Disabled	100%🔥	Not Trending	0	1.1	$469,711 | 23761.00%	5.84	651	1.07 SOL	0.00%	23.61%	$35,919	103.5 / 4.3%
24/03 02:57:17 UTC	$Cipher	4XBv37cG2UrPKyvBT57oeFGoS9n4eJs1LWULFgCsEyrP	$692,332	$0.000890	Disabled	100%	#14	26.4	1.4	$994,458 | 59735.00%	6.81	1222	1.50 SOL	0.00%	36.75%	$55,233	158.4 / 4.0%
24/03 03:00:04 UTC	Big Chungus	7KNphPB6RMyUUN7Q57wwGuPWEDhZn6Qe7drka8LYmFfw	$107,862	$0.000108	Disabled	100%🔥	#0	0	0.6	$65,720 | 8455.00%	90.21	334	5.03 SOL	3.00%	32.61%	$21,278	61.1 / 9.8%
24/03 03:54:40 UTC	SolMixer	ErfdSxchYo9BnM2XkxAzUdWyoGuD8bApyD1nstF2W1Bw	$205,618	$0.0206	Disabled	N/A	#0	0	0.5	$94,149	0.32	384	2.02 SOL	0.00%	32.17%	$26,464	76.8 / 6.4%
