Token	Adress	ATH	Market_Cap	ATH_was	Alert_posted
$YOOTOOB	GEg5JRezGqpLS1Rur81hEVTXKERxzTSmpTZ7n3CF5itM	4.7x	$113,289	a few seconds ago	an hour ago
YOOTOOB	GEg5JRezGqpLS1Rur81hEVTXKERxzTSmpTZ7n3CF5itM	7.32x	$177,044	a few seconds ago	an hour ago
$YOOTOOB	GEg5JRezGqpLS1Rur81hEVTXKERxzTSmpTZ7n3CF5itM	9.4x	$226,747	a few seconds ago	an hour ago
$YOOTOOB	GEg5JRezGqpLS1Rur81hEVTXKERxzTSmpTZ7n3CF5itM	10.8x	$261,882	a few seconds ago	an hour ago
$YOOTOOB	GEg5JRezGqpLS1Rur81hEVTXKERxzTSmpTZ7n3CF5itM	11.4x	$275,905	a few seconds ago	an hour ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	43.5x	$4,767,800	a few seconds ago	5 hours ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	44.9x	$4,926,456	a few seconds ago	5 hours ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	46.8x	$5,131,425	a few seconds ago	5 hours ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	49.1x	$5,386,161	a few seconds ago	5 hours ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	50.1x	$5,495,005	a few seconds ago	5 hours ago
$TUNA	XWmnnF1zntKAbuZdWHUs11U8UJHtFV1djHfnhHPT4pz	3.2x	$1,309,537	a few seconds ago	2 hours ago
$TEKT	3147kAQhU6henk7mG3kX2vundweF6UdXuF8wFeZ78Jxg	2.3x	$192,207	a few seconds ago	17 minutes ago
$TEKT	3147kAQhU6henk7mG3kX2vundweF6UdXuF8wFeZ78Jxg	3.31x	$274,013	a few seconds ago	24 minutes ago
$TEKT	3147kAQhU6henk7mG3kX2vundweF6UdXuF8wFeZ78Jxg	4.1x	$343,153	a few seconds ago	30 minutes ago
$TEKT	3147kAQhU6henk7mG3kX2vundweF6UdXuF8wFeZ78Jxg	5.1x	$419,103	a few seconds ago	34 minutes ago
$CHLOE	GtsAtWXDTyi2vPYd6T1evRmvwa3EdqygDu16NzDSL8SZ	6.04x	$1,130,773	a few seconds ago	a day ago
INCEL	4DKzWpYPPBhSa4yCEkX66qYJ6XtXHSmGdw4MzwXVU3T2	2.02x	$557,627	a few seconds ago	2 hours ago
$CHLOE	GtsAtWXDTyi2vPYd6T1evRmvwa3EdqygDu16NzDSL8SZ	7.2x	$1,342,812	a few seconds ago	a day ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	52.8x	$5,788,073	a few seconds ago	12 hours ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	64.0x	$7,015,422	a few seconds ago	13 hours ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	72.4x	$7,943,575	a few seconds ago	13 hours ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	73.2x	$8,022,958	a few seconds ago	13 hours ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	75.8x	$8,306,895	a few seconds ago	13 hours ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	79.2x	$8,680,009	a few seconds ago	13 hours ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	81.9x	$8,983,863	a few seconds ago	13 hours ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	84.5x	$9,264,673	a few seconds ago	13 hours ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	90.3x	$9,905,499	a few seconds ago	13 hours ago
$EGG	J45WypeeU6PtWw7CEMT1t2GRPoCYn5mF6iFG1FJcjS3h	2.1x	$65,264	a few seconds ago	2 minutes ago
$EGG	J45WypeeU6PtWw7CEMT1t2GRPoCYn5mF6iFG1FJcjS3h	3.1x	$94,174	a few seconds ago	13 minutes ago
$TIJI	GdrtLrqB4HcJAqP3LDdF5QyUG6uHYtBY8TCft769utzE	2.05x	$204,279	a few seconds ago	an hour ago
$WIFBAG	AUDcJ988MTuH3dT1ZrR1VfjFvXTBCTfFLxHUafmefZ3E	2.2x	$1,567,668	a few seconds ago	4 hours ago
$WIFBAG	AUDcJ988MTuH3dT1ZrR1VfjFvXTBCTfFLxHUafmefZ3E	3.1x	$2,248,919	a few seconds ago	5 hours ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	100.1x	$10,979,966	a few seconds ago	18 hours ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	102.0x	$11,188,935	a few seconds ago	18 hours ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	104.5x	$11,457,255	a few seconds ago	18 hours ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	107.7x	$11,805,449	a few seconds ago	18 hours ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	108.6x	$11,907,883	a few seconds ago	18 hours ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	110.4x	$12,101,665	a few seconds ago	18 hours ago
$WIFBAG	AUDcJ988MTuH3dT1ZrR1VfjFvXTBCTfFLxHUafmefZ3E	4.2x	$3,070,514	a few seconds ago	5 hours ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	112.4x	$12,327,059	a few seconds ago	18 hours ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	119.1x	$13,062,560	a few seconds ago	18 hours ago
$POOH	CU8YTZskmenAPM36eCmhtB59fvn2HSmQW75C8E9Zbjzj	2.03x	$170,107	a few seconds ago	3 hours ago
$POOH	CU8YTZskmenAPM36eCmhtB59fvn2HSmQW75C8E9Zbjzj	3.02x	$253,194	a few seconds ago	3 hours ago
$WIFBeanie	Bxs1nSJfb8eQZdH76Hbm8JnEVZFUT1J7LSK8S2Uwf3SY	3.2x	$208,887	a few seconds ago	40 minutes ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	120.4x	$13,204,123	a few seconds ago	19 hours ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	140.7x	$15,431,939	a few seconds ago	19 hours ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	145.3x	$15,929,350	a few seconds ago	19 hours ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	148.0x	$16,229,541	a few seconds ago	19 hours ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	173.4x	$19,017,235	a few seconds ago	19 hours ago
$CAN	FF4dN8Qy8NNF88HRgMA3TkbRVZ8PTXWXZCZJb59X3Sbg	185.9x	$20,380,517	a few seconds ago	19 hours ago
$TUNA	XWmnnF1zntKAbuZdWHUs11U8UJHtFV1djHfnhHPT4pz	4.2x	$1,706,806	a few seconds ago	15 hours ago
$TUNA	XWmnnF1zntKAbuZdWHUs11U8UJHtFV1djHfnhHPT4pz	5.4x	$2,199,233	a few seconds ago	16 hours ago
$SAM	Cfs1hkU28WGFVi5ZepmdLYKSAznksqFcwczPJzZ17eDN	2.6x	$421,498	a few seconds ago	5 minutes ago
$SAM	Cfs1hkU28WGFVi5ZepmdLYKSAznksqFcwczPJzZ17eDN	3.1x	$504,231	a few seconds ago	10 minutes ago
$SolRELAY	2Bu9X3qVimc7LGBnc1bZQkLtXWFgnPdTdu79fqqdu5V4	2.0x	$110,468	a few seconds ago	2 minutes ago
$TIARA	AifRU8aormcqRKGEqjaZpD49EFYu8xrSbJ3H6X86QY92	3.03x	$142,256	a few seconds ago	2 minutes ago
$SolRELAY	2Bu9X3qVimc7LGBnc1bZQkLtXWFgnPdTdu79fqqdu5V4	3.03x	$167,105	a few seconds ago	an hour ago
$WIFBOX	GWrNhBkTgPPCuaiGLeVCVyaQ9TB6TqHEb6iDjrfbjixm	2.1x	$489,251	a few seconds ago	an hour ago
$WIFBOX	GWrNhBkTgPPCuaiGLeVCVyaQ9TB6TqHEb6iDjrfbjixm	3.0x	$711,199	a few seconds ago	2 hours ago
$WIFBOX	GWrNhBkTgPPCuaiGLeVCVyaQ9TB6TqHEb6iDjrfbjixm	3x	$688,969	23/03 21:30:03 UTC	23/03 21:30:03 UTC
KIF	BaT9zdmU3kBDrgAjhgFLDANJzTtD5YwJwFdgY1GunSu1	2.01x	$222,960	a few seconds ago	14 minutes ago
$GRAPH	9uXvdyPLknsSHnx6csn5wTLjxYXhPbe9Q7Ewzys7buNx	2.1x	$1,204,136	a few seconds ago	2 hours ago
$OVERPAID	C3JJhVTFSneY8X11DR31y33Qwk2kfQnyMum5sunWbzBk	3.31x	$848,843	a few seconds ago	an hour ago
$GRAPH	9uXvdyPLknsSHnx6csn5wTLjxYXhPbe9Q7Ewzys7buNx	3.3x	$1,872,888	a few seconds ago	2 hours ago
$SHIBASSO	3rcwsZ86w1npjDBmXBL3XSxxK6TcwSPzXFSuCx2kTFP4	2.0x	$276,165	a few seconds ago	18 hours ago
$SOLMIX	ErfdSxchYo9BnM2XkxAzUdWyoGuD8bApyD1nstF2W1Bw	2.05x	$420,535	a few seconds ago	2 minutes ago
$SOLMIX	ErfdSxchYo9BnM2XkxAzUdWyoGuD8bApyD1nstF2W1Bw	3.6x	$736,708	a few seconds ago	19 minutes ago
$SOLMIX	ErfdSxchYo9BnM2XkxAzUdWyoGuD8bApyD1nstF2W1Bw	4.6x	$940,234	a few seconds ago	25 minutes ago
PUKKU	CZNCrkTVEP8RzfpvfnYsaE1EimEJE11HBhSFixTev5ZA	2.1x	$1,113,656	a few seconds ago	20 minutes ago
$CHUNG	7KNphPB6RMyUUN7Q57wwGuPWEDhZn6Qe7drka8LYmFfw	2.1x	$224,495	a few seconds ago	8 hours ago
BRUCELEE	7Ut2U743GH911oxpdGQv2TE8TyjaUjYX87HuQpTwimxR	2.10x	$649,735	a few seconds ago	22 minutes ago
$CHUNG	7KNphPB6RMyUUN7Q57wwGuPWEDhZn6Qe7drka8LYmFfw	3.11x	$335,230	a few seconds ago	8 hours ago
$CHUNG	7KNphPB6RMyUUN7Q57wwGuPWEDhZn6Qe7drka8LYmFfw	4.5x	$488,268	a few seconds ago	9 hours ago
$CHUNG	7KNphPB6RMyUUN7Q57wwGuPWEDhZn6Qe7drka8LYmFfw	5.1x	$554,469	a few seconds ago	9 hours ago
$CHUNG	7KNphPB6RMyUUN7Q57wwGuPWEDhZn6Qe7drka8LYmFfw	6.6x	$714,738	a few seconds ago	9 hours ago
$CHUNG	7KNphPB6RMyUUN7Q57wwGuPWEDhZn6Qe7drka8LYmFfw	7.1x	$761,564	a few seconds ago	9 hours ago
PUKKU	CZNCrkTVEP8RzfpvfnYsaE1EimEJE11HBhSFixTev5ZA	3.0x	$1,600,936	a few seconds ago	7 hours ago
$CHUNG	7KNphPB6RMyUUN7Q57wwGuPWEDhZn6Qe7drka8LYmFfw	8.02x	$864,576	a few seconds ago	9 hours ago
PUKKU	CZNCrkTVEP8RzfpvfnYsaE1EimEJE11HBhSFixTev5ZA	6.1x	$3,210,325	a few seconds ago	7 hours ago
$CHUNG	7KNphPB6RMyUUN7Q57wwGuPWEDhZn6Qe7drka8LYmFfw	9.11x	$983,134	a few seconds ago	11 hours ago
$BONKWIF	4vhWxnuNJdfLz25LWtFET5eeLfeLaSrirMDsbcKWvp8f	2.1x	$82,243	a few seconds ago	a minute ago
$DOGE	HVLFiziGFbVH29FdaSDG9XgXzxt9qm6iUBENnwZJqa93	2.21x	$299,910	a few seconds ago	9 minutes ago
$DOGE	HVLFiziGFbVH29FdaSDG9XgXzxt9qm6iUBENnwZJqa93	3.9x	$535,915	a few seconds ago	11 minutes ago
$DOGE	HVLFiziGFbVH29FdaSDG9XgXzxt9qm6iUBENnwZJqa93	4.1x	$553,651	a few seconds ago	12 minutes ago
$SolVideo	6PeZK9vLSQJosqe27ZZqqTei3WKggac8L7BY2FDQ9sXX	2.3x	$150,634	a few seconds ago	7 minutes ago
$SolVideo	6PeZK9vLSQJosqe27ZZqqTei3WKggac8L7BY2FDQ9sXX	3.2x	$211,953	a few seconds ago	14 minutes ago
$CHUNG	7KNphPB6RMyUUN7Q57wwGuPWEDhZn6Qe7drka8LYmFfw	11.2x	$1,211,438	a few seconds ago	17 hours ago
$GME	3taVVtgNPJhrARNNqDyJuRBCFR9fvfWESEd7xhTy9Axk	2.01x	$166,299	a few seconds ago	10 minutes ago
$DOGELON	7UHAQWz6NXfD79j6RnRaa3nePWm9UGUMokxjAitevYyn	2.1x	$463,128	a few seconds ago	2 hours ago
PUKKU	CZNCrkTVEP8RzfpvfnYsaE1EimEJE11HBhSFixTev5ZA	7.14x	$3,768,243	a few seconds ago	15 hours ago
$WIFTIE	GCg41frEbKAYMSsgVt74PDguiWbsvuETrY8EjhUoSmUF	2.5x	$140,119	a few seconds ago	a few seconds ago
$PENG	A3eME5CetyZPBoWbRUwY3tSe25S6tb18ba9ZPbWk9eFJ	32.83x	$55,909,353	No Data Yet	$2,756,536
$SHIBASSO	3rcwsZ86w1npjDBmXBL3XSxxK6TcwSPzXFSuCx2kTFP4	3.1x	$425,041	a few seconds ago	2 days ago
$LIGMA	node3SHFNF7h6N9jbztfVcXrZcvAJdns1xAV8CbYFLG	2.2x	$400,998	a few seconds ago	8 minutes ago
LIGMA	node3SHFNF7h6N9jbztfVcXrZcvAJdns1xAV8CbYFLG	3.4x	$639,203	a few seconds ago	36 minutes ago
LIGMA	node3SHFNF7h6N9jbztfVcXrZcvAJdns1xAV8CbYFLG	4.6x	$852,183	a few seconds ago	39 minutes ago
LIGMA	node3SHFNF7h6N9jbztfVcXrZcvAJdns1xAV8CbYFLG	5.5x	$1,019,264	a few seconds ago	40 minutes ago
LIGMA	node3SHFNF7h6N9jbztfVcXrZcvAJdns1xAV8CbYFLG	6.6x	$1,222,785	a few seconds ago	41 minutes ago
$LIGMA	node3SHFNF7h6N9jbztfVcXrZcvAJdns1xAV8CbYFLG	7.29x	$1,359,176	a few seconds ago	44 minutes ago
LIGMA	node3SHFNF7h6N9jbztfVcXrZcvAJdns1xAV8CbYFLG	8.24x	$1,536,289	a few seconds ago	an hour ago
LIGMA	node3SHFNF7h6N9jbztfVcXrZcvAJdns1xAV8CbYFLG	10.4x	$1,930,400	a few seconds ago	an hour ago
$LIGMA	node3SHFNF7h6N9jbztfVcXrZcvAJdns1xAV8CbYFLG	11.8x	$2,199,752	a few seconds ago	an hour ago
LIGMA	node3SHFNF7h6N9jbztfVcXrZcvAJdns1xAV8CbYFLG	13.4x	$2,490,586	a few seconds ago	an hour ago
LIGMA	node3SHFNF7h6N9jbztfVcXrZcvAJdns1xAV8CbYFLG	14.8x	$2,766,202	a few seconds ago	an hour ago
$nub	GtDZKAqvMZMnti46ZewMiXCa4oXF4bZxwQPoKzXPFxZn	2.5x	$3,125,723	a few seconds ago	24 minutes ago
$nub	GtDZKAqvMZMnti46ZewMiXCa4oXF4bZxwQPoKzXPFxZn	3.3x	$4,139,965	a few seconds ago	39 minutes ago
$nub	GtDZKAqvMZMnti46ZewMiXCa4oXF4bZxwQPoKzXPFxZn	4.1x	$5,164,083	a few seconds ago	an hour ago
$nub	GtDZKAqvMZMnti46ZewMiXCa4oXF4bZxwQPoKzXPFxZn	4.1x	$5,164,083	a few seconds ago	an hour ago
$nub	GtDZKAqvMZMnti46ZewMiXCa4oXF4bZxwQPoKzXPFxZn	5.1x	$6,479,383	a few seconds ago	an hour ago
$nub	GtDZKAqvMZMnti46ZewMiXCa4oXF4bZxwQPoKzXPFxZn	6.0x	$7,666,929	a few seconds ago	an hour ago
$nub	GtDZKAqvMZMnti46ZewMiXCa4oXF4bZxwQPoKzXPFxZn	7.3x	$9,306,785	a few seconds ago	2 hours ago
$nub	GtDZKAqvMZMnti46ZewMiXCa4oXF4bZxwQPoKzXPFxZn	8.1x	$10,275,894	a few seconds ago	4 hours ago
$nub	GtDZKAqvMZMnti46ZewMiXCa4oXF4bZxwQPoKzXPFxZn	9.01x	$11,471,419	a few seconds ago	4 hours ago
TOWEL	4GGZnHk4K7T2RWY6WvzgA1MFk7hmEXyDcn8c89e65Xku	2.2x	$227,168	a few seconds ago	12 minutes ago
TOWEL	4GGZnHk4K7T2RWY6WvzgA1MFk7hmEXyDcn8c89e65Xku	3.1x	$316,954	a few seconds ago	16 minutes ago
$WIFT	E6KPAYuWzNZB1VZkFVjkkHa9G8uckwrRGLiaWM3oQaXr	2.3x	$406,783	a few seconds ago	4 minutes ago
$WIFT	E6KPAYuWzNZB1VZkFVjkkHa9G8uckwrRGLiaWM3oQaXr	3.0x	$536,640	a few seconds ago	7 minutes ago
$WIFT	E6KPAYuWzNZB1VZkFVjkkHa9G8uckwrRGLiaWM3oQaXr	4.3x	$753,594	a few seconds ago	9 minutes ago
$WIFT	E6KPAYuWzNZB1VZkFVjkkHa9G8uckwrRGLiaWM3oQaXr	7.0x	$1,243,394	a few seconds ago	11 minutes ago
$WIFT	E6KPAYuWzNZB1VZkFVjkkHa9G8uckwrRGLiaWM3oQaXr	8.4x	$1,479,590	a few seconds ago	13 minutes ago
$CHUCHU	Ar23Eg6yLdtHAfQuwq3NsQ8NDv79Dn9xDUv4KPgL6jmn	2.1x	$119,253	a few seconds ago	9 minutes ago
TOWEL	4GGZnHk4K7T2RWY6WvzgA1MFk7hmEXyDcn8c89e65Xku	4.20x	$426,455	a few seconds ago	2 hours ago
TOWEL	4GGZnHk4K7T2RWY6WvzgA1MFk7hmEXyDcn8c89e65Xku	5.2x	$524,286	a few seconds ago	2 hours ago
$nubdog	BpAsimH7aFv2KFLDQeqWQkkCQh2to3ucfoaJ6UYfiDuk	2.0x	$369,903	a few seconds ago	18 minutes ago
$nub	GtDZKAqvMZMnti46ZewMiXCa4oXF4bZxwQPoKzXPFxZn	10.0x	$12,750,192	a few seconds ago	6 hours ago
$nubdog	BpAsimH7aFv2KFLDQeqWQkkCQh2to3ucfoaJ6UYfiDuk	3.0x	$555,999	a few seconds ago	an hour ago
$nubdog	BpAsimH7aFv2KFLDQeqWQkkCQh2to3ucfoaJ6UYfiDuk	4.2x	$768,890	a few seconds ago	an hour ago
$nubdog	BpAsimH7aFv2KFLDQeqWQkkCQh2to3ucfoaJ6UYfiDuk	5.2x	$948,458	a few seconds ago	an hour ago
$nubpepe	CCYtdMhVtDfxR8zkM4vWxMcXUcGFYaesSjfBpt7XdnH4	2.0x	$105,035	a few seconds ago	7 minutes ago
$nub	GtDZKAqvMZMnti46ZewMiXCa4oXF4bZxwQPoKzXPFxZn	11.7x	$14,948,411	a few seconds ago	7 hours ago
$nubdog	BpAsimH7aFv2KFLDQeqWQkkCQh2to3ucfoaJ6UYfiDuk	6.3x	$1,167,070	a few seconds ago	2 hours ago
$nub	GtDZKAqvMZMnti46ZewMiXCa4oXF4bZxwQPoKzXPFxZn	12.4x	$15,770,096	a few seconds ago	7 hours ago
$nubdog	BpAsimH7aFv2KFLDQeqWQkkCQh2to3ucfoaJ6UYfiDuk	7.2x	$1,319,843	a few seconds ago	2 hours ago
$nubdog	BpAsimH7aFv2KFLDQeqWQkkCQh2to3ucfoaJ6UYfiDuk	8.8x	$1,610,206	a few seconds ago	2 hours ago
$nubdog	BpAsimH7aFv2KFLDQeqWQkkCQh2to3ucfoaJ6UYfiDuk	9.3x	$1,717,661	a few seconds ago	2 hours ago
TOWEL	4GGZnHk4K7T2RWY6WvzgA1MFk7hmEXyDcn8c89e65Xku	6.2x	$629,257	a few seconds ago	3 hours ago
$nubdog	BpAsimH7aFv2KFLDQeqWQkkCQh2to3ucfoaJ6UYfiDuk	11.6x	$2,131,412	a few seconds ago	2 hours ago
TOWEL	4GGZnHk4K7T2RWY6WvzgA1MFk7hmEXyDcn8c89e65Xku	8.7x	$888,848	a few seconds ago	4 hours ago
TOWEL	4GGZnHk4K7T2RWY6WvzgA1MFk7hmEXyDcn8c89e65Xku	9.1x	$926,177	a few seconds ago	4 hours ago
TOWEL	4GGZnHk4K7T2RWY6WvzgA1MFk7hmEXyDcn8c89e65Xku	10.4x	$1,051,880	a few seconds ago	5 hours ago
$nub	GtDZKAqvMZMnti46ZewMiXCa4oXF4bZxwQPoKzXPFxZn	13.1x	$16,662,684	a few seconds ago	11 hours ago
$LOME	EwcHSowhBygGp58tAU5p7fg6bjrfVLSGiMKBM8zFX6aN	2.0x	$471,162	a few seconds ago	an hour ago
$ANON	BQbqmTEUufrykx1e74yGCNuBEfNScX3HLuJp2T6KwZJz	2.1x	$231,269	a few seconds ago	6 minutes ago
$nub	GtDZKAqvMZMnti46ZewMiXCa4oXF4bZxwQPoKzXPFxZn	15.7x	$20,027,560	a few seconds ago	12 hours ago
$LOME	EwcHSowhBygGp58tAU5p7fg6bjrfVLSGiMKBM8zFX6aN	3.02x	$698,018	a few seconds ago	2 hours ago
$LOME	EwcHSowhBygGp58tAU5p7fg6bjrfVLSGiMKBM8zFX6aN	5.4x	$1,245,333	a few seconds ago	2 hours ago
$LOME	EwcHSowhBygGp58tAU5p7fg6bjrfVLSGiMKBM8zFX6aN	6.05x	$1,398,095	a few seconds ago	2 hours ago
$LOME	EwcHSowhBygGp58tAU5p7fg6bjrfVLSGiMKBM8zFX6aN	7.3x	$1,694,251	a few seconds ago	2 hours ago
$LOME	EwcHSowhBygGp58tAU5p7fg6bjrfVLSGiMKBM8zFX6aN	8.7x	$2,009,105	a few seconds ago	2 hours ago
$LOME	EwcHSowhBygGp58tAU5p7fg6bjrfVLSGiMKBM8zFX6aN	9.2x	$2,123,758	a few seconds ago	2 hours ago
$nub	GtDZKAqvMZMnti46ZewMiXCa4oXF4bZxwQPoKzXPFxZn	18.6x	$23,733,967	a few seconds ago	13 hours ago
$NUG	DCDBQhdaARjjHz4cfgc5F9x3t3foey4kvvw81JZLVh3a	2.1x	$160,827	a few seconds ago	31 minutes ago
$NUG	DCDBQhdaARjjHz4cfgc5F9x3t3foey4kvvw81JZLVh3a	3.6x	$279,189	a few seconds ago	42 minutes ago
$NUG	DCDBQhdaARjjHz4cfgc5F9x3t3foey4kvvw81JZLVh3a	3.6x	$279,189	a few seconds ago	42 minutes ago
$NUG	DCDBQhdaARjjHz4cfgc5F9x3t3foey4kvvw81JZLVh3a	4.2x	$322,867	a few seconds ago	44 minutes ago
nubbie	993AkNmyF6BvX4gMw1kYzXF3pfgZQeB7UmRgT2aawf1S	2.1x	$81,295	a few seconds ago	2 minutes ago
nubbie	993AkNmyF6BvX4gMw1kYzXF3pfgZQeB7UmRgT2aawf1S	3.4x	$130,898	a few seconds ago	3 minutes ago
$BOPE	DMe8UmyLFZ1nXjPtmLyMpQ3UjQuHkidw5WcVsr5kvkkt	2.2x	$330,977	a few seconds ago	4 hours ago
neow	Ht84jeiTRsbnDKmG3GSuTLSUwghXpvhYeGegDJUiC7N9	2.03x	$238,221	a few seconds ago	12 minutes ago
$FILES	948H4FquubpPQxgeYxoo8kiKU12qtRuon8ccnD9r222a	2.02x	$10,580,053	25/03 22:30:02 UTC	25/03 22:30:02 UTC
$REX	CcTxKZHqU4E2Tek5gh1GZoPZPHncGFkZ36EVMsgDn6sK	2.01x	$18,100,721	a few seconds ago	an hour ago
$BANANA	Hg675ypQpBUwP3wiWjq8pFQxr6rjnT2QRH4Vi519jdiP	2.2x	$1,137,395	a few seconds ago	an hour ago
$STREAM	54jVZGHyWURX5evBtZqUsJjwoKzcZJbVokDU93AUZf2h	2.30x	$4,121,842	a few seconds ago	4 days ago
$nub	GtDZKAqvMZMnti46ZewMiXCa4oXF4bZxwQPoKzXPFxZn	19.4x	$24,697,274	a few seconds ago	a day ago
$MEW	MEW1gQWJ3nEXg2qgERiKu7FAFj79PHvQVREQUzScPP5	2.00x	$121,537,667	a few seconds ago	24 minutes ago
$MEW	MEW1gQWJ3nEXg2qgERiKu7FAFj79PHvQVREQUzScPP5	3.1x	$190,892,529	a few seconds ago	an hour ago
$STREAM	54jVZGHyWURX5evBtZqUsJjwoKzcZJbVokDU93AUZf2h	3.1x	$5,628,136	a few seconds ago	4 days ago
$MEW	MEW1gQWJ3nEXg2qgERiKu7FAFj79PHvQVREQUzScPP5	4.10x	$248,635,007	a few seconds ago	2 hours ago
$CHUNG	7KNphPB6RMyUUN7Q57wwGuPWEDhZn6Qe7drka8LYmFfw	12.9x	$1,388,323	a few seconds ago	2 days ago
$MIAU	DXqGz2oGj6nNiUmcngR6u7WWzA9fdvcqdqycKS9A7dUX	2.4x	$267,066	a few seconds ago	4 minutes ago
$MIAU	DXqGz2oGj6nNiUmcngR6u7WWzA9fdvcqdqycKS9A7dUX	3.5x	$389,305	a few seconds ago	20 minutes ago
$MIAU	DXqGz2oGj6nNiUmcngR6u7WWzA9fdvcqdqycKS9A7dUX	4.4x	$485,830	a few seconds ago	25 minutes ago
$MEW	MEW1gQWJ3nEXg2qgERiKu7FAFj79PHvQVREQUzScPP5	5.1x	$307,910,922	a few seconds ago	5 hours ago
$nub	GtDZKAqvMZMnti46ZewMiXCa4oXF4bZxwQPoKzXPFxZn	19x			
$FILES	948H4FquubpPQxgeYxoo8kiKU12qtRuon8ccnD9r222a	2.02x	$8,580,121	No Data Yet	$4,451,216
$CET	CHPaGRZMzoZgie6HYW8RK2uRKd9DVVrkMXFfhhANzZ9V	2.3x	$163,254	a few seconds ago	4 minutes ago
$Lola	2uvch6aviS6xE3yhWjVZnFrDw7skUtf6ubc7xYJEPpwj	2.1x	$942,540	a few seconds ago	25 minutes ago
Lola	2uvch6aviS6xE3yhWjVZnFrDw7skUtf6ubc7xYJEPpwj	3.0x	$1,370,867	a few seconds ago	39 minutes ago
$Lola	2uvch6aviS6xE3yhWjVZnFrDw7skUtf6ubc7xYJEPpwj	4.5x	$2,041,524	a few seconds ago	an hour ago
$BANANA	Hg675ypQpBUwP3wiWjq8pFQxr6rjnT2QRH4Vi519jdiP	3.1x	$1,562,729	a few seconds ago	19 hours ago
$IRS	A3tCD8Q1yjdy3gRDJ4LFzpECnafW3sHNa3dJKHesG9Xf	2.1x	$121,372	a few seconds ago	21 minutes ago
$IRS	A3tCD8Q1yjdy3gRDJ4LFzpECnafW3sHNa3dJKHesG9Xf	3.0x	$176,987	a few seconds ago	25 minutes ago
$IRS	A3tCD8Q1yjdy3gRDJ4LFzpECnafW3sHNa3dJKHesG9Xf	4.4x	$257,597	a few seconds ago	29 minutes ago
$IRS	A3tCD8Q1yjdy3gRDJ4LFzpECnafW3sHNa3dJKHesG9Xf	5.0x	$294,920	a few seconds ago	29 minutes ago
$IRS	A3tCD8Q1yjdy3gRDJ4LFzpECnafW3sHNa3dJKHesG9Xf	6.2x	$361,984	a few seconds ago	33 minutes ago
$IRS	A3tCD8Q1yjdy3gRDJ4LFzpECnafW3sHNa3dJKHesG9Xf	8.0x	$465,934	a few seconds ago	35 minutes ago
